open,high,low,close,^GSPC_Adj Close,volume,^GSPC_EMA_5,^GSPC_EMA_10,^GSPC_EMA_20,^GSPC_EMA_50,^GSPC_EMA_100,^GSPC_EMA_200,^GSPC_SMA_200,^GSPC_MACD_12_26_9,^GSPC level 50,^GSPC % from high,date,^IXIC_Open,^IXIC_High,^IXIC_Low,^IXIC_Close,^IXIC_Adj Close,^IXIC_Volume,^IXIC_EMA_5,^IXIC_EMA_10,^IXIC_EMA_20,^IXIC_EMA_50,^IXIC_EMA_100,^IXIC_EMA_200,^IXIC_SMA_200,^IXIC_MACD_12_26_9,^IXIC level 50,^IXIC % from high,^VIX_Open,^VIX_High,^VIX_Low,^VIX_Close,^VIX_Adj Close,^VIX_Volume,^VIX_EMA_5,^VIX_EMA_10,^VIX_EMA_20,^VIX_EMA_50,^VIX_EMA_100,^VIX_EMA_200,^VIX_SMA_200,^VIX_MACD_12_26_9,^VIX level 50,^VIX % from high,DX-Y.NYB_Open,DX-Y.NYB_High,DX-Y.NYB_Low,DX-Y.NYB_Close,DX-Y.NYB_Adj Close,DX-Y.NYB_Volume,DX-Y.NYB_EMA_5,DX-Y.NYB_EMA_10,DX-Y.NYB_EMA_20,DX-Y.NYB_EMA_50,DX-Y.NYB_EMA_100,DX-Y.NYB_EMA_200,DX-Y.NYB_SMA_200,DX-Y.NYB_MACD_12_26_9,DX-Y.NYB level 50,DX-Y.NYB % from high,0,1,2,3,4,trend_forecast,trend_forecast_next_day
1521.3800048828125,1524.239990234375,1514.1400146484375,1519.7900390625,1519.7900390625,3838510000,1518.880292820763,1514.795290808104,1504.278346902011,1476.3390383865456,1450.135154092707,1415.335578806688,1406.1561004638672,15.193348782444446,1.0,-0.0357212646351122,2013-02-15,3202.840087890625,3206.2099609375,3184.030029296875,3192.030029296875,3192.030029296875,1858670000,3191.092132848238,3181.973934632085,3162.131199430259,3111.9010810640034,3070.296520088729,3011.915747948572,3005.3079541015627,28.08626530113997,1.0,-0.378077432304219,12.470000267028809,12.890000343322754,12.239999771118164,12.460000038146973,12.460000038146973,0,12.757796680477853,12.993755660124764,13.349503098450588,14.335815309990604,15.27789150159771,16.73887985421499,16.96559998512268,-0.5120338746358986,0.0,-0.8608287701548785,80.43000030517578,80.62000274658203,80.05000305175781,80.58000183105469,80.58000183105469,0,80.3294319367752,80.13966548167213,79.98295559946723,79.96074776142625,80.13961678847585,80.18942222532309,80.89105014801025,0.1391635110645666,0.0,-0.5108062091191459,0.0014887304,0.0014752307,0.0014484508,0.0014256908,0.0014104547,1,1
1519.7900390625,1530.93994140625,1519.7900390625,1530.93994140625,1530.93994140625,3748910000,1522.900175682592,1517.7306818259487,1506.8175463786051,1478.4802502696714,1451.7352488909949,1416.4858709718576,1406.781700439453,15.509350057595384,0.0,-0.0286468573452043,2013-02-19,3197.4599609375,3213.60009765625,3194.919921875,3213.590087890625,3213.590087890625,1843840000,3198.5914511957008,3187.722326133637,3167.032045950294,3115.8888852532828,3073.1340164808457,3013.922457798741,3006.1237048339844,28.83411061473862,1.0,-0.3738767553440307,12.8100004196167,12.850000381469728,12.079999923706056,12.3100004196167,12.3100004196167,0,12.608531260190803,12.869436525486933,13.25050284332355,14.256371588799473,15.219121381162442,16.694811402129435,16.944149985313416,-0.5342890939452651,0.0,-0.8625041819785739,80.63999938964844,80.7300033569336,80.43000030517578,80.47000122070312,80.47000122070312,0,80.37628836475118,80.19972652513229,80.02934089672779,79.98071848531947,80.14615905446054,80.19221405612289,80.89910015106202,0.1591257462169153,0.0,-0.5114740127224506,0.0013367722,0.0013180631,0.0013385607,0.0013639601,0.001383987,1,1
1530.93994140625,1530.93994140625,1511.4100341796875,1511.949951171875,1511.949951171875,4240570000,1519.2501008456866,1516.6796398888446,1507.306346835107,1479.792787559954,1452.9276192331904,1417.4357623171315,1407.3298999023436,14.06531365837509,1.0,-0.0406956557299407,2013-02-20,3211.989990234375,3213.25,3163.949951171875,3164.409912109375,3164.409912109375,2001800000,3187.197604833593,3183.4837054019526,3166.7823189178257,3117.791670620188,3074.9414599586385,3015.419845403822,3006.64650390625,25.16823054894257,1.0,-0.3834588272295958,12.31999969482422,14.68000030517578,12.31999969482422,14.68000030517578,14.68000030517578,0,13.29902094185246,13.198629939975811,13.386645458738048,14.272984479637758,15.208445716291418,16.674763530517957,16.93314999103546,-0.3565769347960916,0.0,-0.8360326091217325,80.41999816894531,81.12000274658203,80.2699966430664,81.08999633789062,81.08999633789062,0,80.61419102246433,80.36159376381562,80.13035570064805,80.02421957757717,80.16484890165718,80.20114721315542,80.90890014648437,0.2224105751721197,0.0,-0.5077100793045728,0.001646798,0.0016481022,0.0015707923,0.0014943453,0.0014393902,1,1
1511.949951171875,1511.949951171875,1497.2900390625,1502.4200439453125,1502.4200439453125,4274600000,1513.6400818788952,1514.0869860809296,1506.8409846551265,1480.6801309476152,1453.9076672472918,1418.2813770597006,1407.884150390625,12.013437114891076,1.0,-0.0467422060114802,2013-02-21,3154.8798828125,3155.18994140625,3118.6201171875,3131.489990234375,3131.489990234375,2052630000,3168.628399967187,3174.030302644211,3163.421144757497,3118.328859624666,3076.061232835386,3016.5747722180563,3007.1824536132813,19.38319421620872,1.0,-0.3898728152412795,14.68000030517578,16.209999084472656,14.670000076293944,15.220000267028809,15.220000267028809,0,13.93934738357791,13.566151817621812,13.561250678575265,14.310122353653094,15.208674519276316,16.66028827416483,16.921449995040895,-0.1702032868271707,0.0,-0.8300011116436169,81.08000183105469,81.51000213623047,80.2699966430664,81.45999908447266,81.45999908447266,0,80.89612704313377,80.5613038221169,80.25698840386946,80.08052465627895,80.19049543993076,80.21367310242228,80.92010013580322,0.2989740012869362,0.0,-0.5054638266100606,0.0018377244,0.0017493289,0.0016136384,0.0015030412,0.001430359,1,1
1502.4200439453125,1515.6400146484375,1502.4200439453125,1515.5999755859375,1515.5999755859375,3419320000,1514.2933797812427,1514.3620750818402,1507.675174267585,1482.0495366197065,1455.1292971153837,1419.2497213236434,1408.616650390625,11.320326824349422,1.0,-0.0383797825924814,2013-02-22,3149.090087890625,3161.820068359375,3139.550048828125,3161.820068359375,3161.820068359375,1581500000,3166.358956097916,3171.810260046968,3163.2686612910093,3120.034397222106,3077.759427598237,3018.0199990453334,3008.209853515625,17.049360652486484,1.0,-0.3839634221927219,14.600000381469728,15.020000457763672,14.15999984741211,14.170000076293944,14.170000076293944,0,14.016231614483257,13.675942410107652,13.619226811691329,14.304627362384108,15.18810670852419,16.63550928712134,16.8964999961853,-0.10600510734516,0.0,-0.8417290263655108,81.37000274658203,81.58999633789062,81.02999877929688,81.4800033569336,81.4800033569336,0,81.09075248106706,80.72834010117447,80.37346601844699,80.13540617395168,80.21603025016843,80.2262734034622,80.93015014648438,0.3571482628405675,0.0,-0.5053423825090851,0.0015852666,0.0014591527,0.0013998116,0.0013752737,0.0013683243,1,1
1515.5999755859375,1525.8399658203125,1487.8499755859375,1487.8499755859375,1487.8499755859375,4011050000,1505.478911716141,1509.5416933553124,1505.7870601074278,1482.2770048144607,1455.7772313425232,1419.932310918293,1409.2080004882812,8.434609909260189,1.0,-0.0559866455265759,2013-02-25,3180.590087890625,3186.25,3116.25,3116.25,3116.25,1930990000,3149.6559707319443,3161.708394583882,3158.790693549008,3119.8859894879056,3078.521617150748,3018.9974119901563,3009.002303466797,11.39134473597278,1.0,-0.392842114956893,13.6899995803833,19.280000686645508,13.56999969482422,18.989999771118164,18.989999771118164,0,15.67415433336156,14.642134657564108,14.130728998303406,14.48836745684427,15.263391719664664,16.65893705313126,16.896749992370605,0.3300020471904883,0.0,-0.7878923262589226,81.62000274658203,81.91999816894531,81.06999969482422,81.66999816894531,81.66999816894531,0,81.28383437702648,80.89955065895099,80.4969452708754,80.19558625218673,80.2448216941046,80.24063882401427,80.94050014495849,0.4138126036161083,0.0,-0.5041889414539388,0.0019365454,0.0018492867,0.0016755927,0.0015285569,0.001431041,1,1
1487.8499755859375,1498.989990234375,1485.010009765625,1496.93994140625,1496.93994140625,3975280000,1502.6325882795109,1507.25046572821,1504.9444773739822,1482.8520219357074,1456.592334512102,1420.6985559977752,1409.874100341797,6.802725156217775,1.0,-0.0502192299491399,2013-02-26,3126.22998046875,3135.570068359375,3105.360107421875,3129.64990234375,3129.64990234375,1847750000,3142.987281269213,3155.8795778129493,3156.0153801008887,3120.268888031272,3079.5340584416977,3020.09843179467,3009.91920288086,7.89754846714095,1.0,-0.390231330723659,17.5,18.229999542236328,16.75,16.8700008392334,16.8700008392334,0,16.07276983531884,15.047201236049432,14.39161203077293,14.581764844388942,15.295205761636325,16.66103719030641,16.88585000038147,0.4987256631898269,0.0,-0.8115715283229239,81.83000183105469,81.94999694824219,81.06999969482422,81.87000274658203,81.87000274658203,0,81.479223833545,81.07599649306572,80.62771264951414,80.26124964412381,80.27700349712396,80.25685140035823,80.95120014190674,0.4694467103757773,0.0,-0.5029747320309511,0.0017504476,0.0015825292,0.0014663724,0.001397859,0.0013637431,1,1
1496.93994140625,1520.0799560546875,1494.8800048828125,1515.989990234375,1515.989990234375,3551850000,1507.085055597799,1508.8394701838763,1505.9964309797338,1484.1515501042827,1457.768525714523,1421.6467294727663,1410.6811505126952,6.966321052160765,1.0,-0.0381323254949199,2013-02-27,3129.719970703125,3177.800048828125,3127.27001953125,3162.260009765625,3162.260009765625,1727260000,3149.4115241013506,3157.0396563498,3156.6101067356253,3121.915598687521,3081.172196091676,3021.512974859057,3011.056953125,7.671619236414699,1.0,-0.3838777057406525,16.56999969482422,16.600000381469727,14.420000076293944,14.729999542236328,14.729999542236328,0,15.625179737624672,14.989528200810684,14.423839412817063,14.587577969794722,15.284013559271967,16.64182288535049,16.85909999847412,0.4545206929081775,0.0,-0.8354741456151731,81.86000061035156,81.94999694824219,81.5,81.5999984741211,81.5999984741211,0,81.51948204707037,81.17126958053032,80.7203112994767,80.31374959824136,80.30320141746053,80.27021604785836,80.95880012512207,0.4861460633344592,0.0,-0.5046139031726461,0.0013233756,0.0012223237,0.0012347727,0.0012767144,0.0013180911,1,1
1515.989990234375,1525.3399658203125,1514.4599609375,1514.6800537109375,1514.6800537109375,3912320000,1509.616721635512,1509.9013944615235,1506.8234426684198,1485.3487463241518,1458.8954866649474,1422.5724341915543,1411.464600830078,6.910609839965218,1.0,-0.0389634560470111,2013-02-28,3161.429931640625,3182.60009765625,3159.719970703125,3160.18994140625,3160.18994140625,2022530000,3153.0043298696505,3157.612435450972,3156.951043370923,3123.416553303942,3082.7369039196874,3022.89284517296,3012.1897033691407,7.242049636819502,1.0,-0.3842810297124046,15.0,15.600000381469728,14.15999984741211,15.510000228881836,15.510000228881836,0,15.586786568043728,15.084159478641803,14.527283300061328,14.623751391719708,15.288488542828595,16.630560968370702,16.8425,0.4769297231844938,0.0,-0.8267619743063327,81.51000213623047,81.98999786376953,81.47000122070312,81.9800033569336,81.9800033569336,0,81.67298915035812,81.31831208533092,80.84028197161545,80.37909288289596,80.33640541626197,80.28722885690388,80.96815013885498,0.5240032557249208,0.0,-0.5023069284276462,0.0012743617,0.0012837793,0.0013094619,0.0013355657,0.0013571405,1,1
1514.6800537109375,1519.989990234375,1501.47998046875,1518.199951171875,1518.199951171875,3695610000,1512.4777981476332,1511.4102229543146,1507.9069196687487,1486.6370288672,1460.0698324967675,1423.523951773448,1412.2886505126953,7.068997606895891,1.0,-0.0367301460600996,2013-03-01,3143.5400390625,3171.5,3129.39990234375,3169.739990234375,3169.739990234375,1870250000,3158.5828833245587,3159.8174454115906,3158.169038310299,3125.233158673763,3084.4597373120573,3024.354010795462,3013.3693029785154,7.584789034971891,1.0,-0.3824203357858766,16.100000381469727,16.81999969482422,15.140000343322754,15.359999656677246,15.359999656677246,0,15.511190930921568,15.134312238284611,14.606589619739031,14.652623872698436,15.289904604488964,16.617918567259323,16.819850001335144,0.4770857015648957,0.0,-0.8284373967820368,81.91999816894531,82.51000213623047,81.47000122070312,82.30999755859375,82.30999755859375,0,81.88532528643667,81.49861853501507,80.98025488466101,80.45481463488412,80.37548644878339,80.30735590866199,80.97830013275147,0.5740162258986032,0.0,-0.5003035639350852,0.0012588799,0.001286014,0.0013198969,0.0013487791,0.00137022,1,1
